id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx,gold_pc,gold_attack,pc,attack,disability_gold_pc,nationality_gold_pc,pc_empty_gold_pc,race_gold_pc,religion_gold_pc,sex_gold_pc,attack_empty_gold_attack,contempt_gold_attack,dehumanizing_gold_attack,exclusion_gold_attack,inciting_violence_gold_attack,inferiority_gold_attack,mocking_gold_attack,slurs_gold_attack,disability_pc,nationality_pc,pc_empty_pc,race_pc,religion_pc,sex_pc,attack_empty_attack,contempt_attack,dehumanizing_attack,exclusion_attack,inciting_violence_attack,inferiority_attack,mocking_attack,slurs_attack,description,keywords
1845,img/01845.png,0.0,when you consume too much trans fat,train,101,33,4549,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A heavyset woman is sitting in shallow water at the beach, with waves around her and sand visible.","woman, beach, water, waves, sand, sitting, fat, outdoors"
5249,img/05249.png,0.0,i am still so confused about the strategies in this game,train,113,2361,2250,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is seated at a table covered with various denominations of money, appearing to be focused or thoughtful.","man, table, money, cash, seated, focused, denominations"
3271,img/03271.png,0.0,when your wife and girlfriend dont get along,train,124,2335,46,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A bearded man wearing a white shirt is pointing directly at the camera with a serious expression.,"man, beard, white shirt, pointing, camera, serious expression"
3258,img/03258.png,1.0,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",train,155,2461,2352,['nationality'],['exclusion'],"['nationality', 'race']",['exclusion'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"A man is positioned in front of a brick wall, appearing to be a refugee seeking assistance.","man, brick wall, refugee, assistance, urban"
6431,img/06431.png,0.0,when the employee asks what bra size you wear,train,158,6386,59,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Two women are positioned side by side, facing the camera.","women, side by side, camera, portrait, female"
5172,img/05172.png,0.0,islam is the religion of peace! if you don't agree i kill you!,train,162,57,60,['religion'],['dehumanizing'],['religion'],"['dehumanizing', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Three young girls are sitting together on a bench, all facing the camera and smiling.","three girls, sitting, bench, smiling, young, together, camera"
6873,img/06873.png,1.0,just got a bootleg copy of muslim porn deep goat,train,172,63,1757,['religion'],['dehumanizing'],['religion'],['dehumanizing'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Two goats are standing in a field, with a building visible in the background under daylight.","goats, field, building, daylight, animals, outdoors"
6359,img/06359.png,0.0,what women think they'll do when the economy collapses vs what they'll actually do,train,174,64,2293,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is sitting at a table, focused on her laptop, with a cup nearby, suggesting she is working or browsing online in a calm indoor environment.","woman, laptop, table, cup, indoor, sitting, focused, working, browsing"
5712,img/05712.png,0.0,god will forgive you no matter what you've done sweet,train,183,68,4430,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is positioned in front of a wall painted with large, colorful wings, giving the illusion that she has angel wings.","woman, wings, wall, painting, angel, colorful, illusion"
4823,img/04823.png,0.0,definitely a new cultural era!,train,202,4153,4067,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A group of people are gathered together holding a large rainbow flag, representing unity and diversity.","group, people, rainbow flag, unity, diversity"
2691,img/02691.png,0.0,teaching them how to hunt young,train,214,3375,83,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a striped shirt is present near a field, appearing to demonstrate or interact with others, possibly engaging in an educational outdoor activity.","man, striped shirt, field, outdoor, demonstration, education, group, teaching"
4683,img/04683.png,0.0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",train,222,5113,5047,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a trench coat stands outdoors, facing the camera with a neutral expression.","man, trench coat, outdoors, neutral expression, standing, photo"
2485,img/02485.png,0.0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,train,236,4954,4899,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A man wearing a black shirt and a blue jacket is present in the image.,"man, black shirt, blue jacket, male, clothing, person, outfit"
5269,img/05269.png,0.0,been talking shit about trump since day one. now crying like bitches after getting called out,train,255,88,93,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Several women are gathered closely together, appearing to be part of a group, with all individuals visibly female.","women, group, together, female, gathered"
6458,img/06458.png,0.0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",train,259,89,4237,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is sitting in a restaurant, eating a slice of pizza, with a neutral expression on his face.","man, restaurant, pizza, eating, slice, neutral expression, sitting"
4175,img/04175.png,1.0,im not racist because racism is a crime and crime is for black people,train,292,5332,5261,['race'],['dehumanizing'],['race'],['dehumanizing'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a dress shirt and tie is posing with a gesture that appears positive, such as a thumbs up.","man, dress shirt, tie, gesture, thumbs up, posing"
3241,img/03241.png,1.0,when black people make white jokes when white people make black jokes,train,305,104,3257,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Two men are present, one wearing a black shirt and the other wearing a red and white shirt, standing or sitting near each other with neutral expressions.","two men, black shirt, red and white shirt, neutral expressions, together, people, clothing"
2139,img/02139.png,0.0,no less beautiful,train,317,2329,117,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A woman wearing a white dress poses elegantly in front of a red carpet backdrop.,"woman, white dress, red carpet, elegant, fashion, formal, posing"
6832,img/06832.png,1.0,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,train,319,1949,1850,"['religion', 'nationality']",['exclusion'],"['nationality', 'religion']","['inferiority', 'contempt', 'exclusion']",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,A man is shown wearing a coat.,"man, coat, male, outerwear, person"
4278,img/04278.png,0.0,never let someone who has done nothing tell you how to do anything,train,322,5627,118,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman with long brown hair is looking upward directly at the camera, with a neutral expression on her face.","woman, long brown hair, looking up, camera, neutral expression"
3246,img/03246.png,0.0,mobile nun,train,332,2179,120,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image shows a close-up view of a person dressed in formal attire, including a suit jacket and tie.","close-up, person, suit, tie, formal attire"
1389,img/01389.png,0.0,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us,train,347,5787,5726,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is holding a cat in his arms, and they appear to be together in a public place such as a mall.","man, cat, holding, public place, mall, companionship, indoor, arms"
6471,img/06471.png,1.0,"colin kaepernick and his evil white oppressors oh wait, those are his parents!",train,357,3856,3767,['race'],['inferiority'],['race'],['inferiority'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"A group of people is posing together on a pink carpet, likely at a formal or public event.","group, people, pink carpet, posing, event, public, formal"
7698,img/07698.png,0.0,"go ahead, call the cops see who cums first",train,358,6439,6347,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A sloth bear is climbing up a tree branch in a natural outdoor setting.,"sloth bear, tree branch, climbing, outdoor, nature"
1896,img/01896.png,0.0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism,train,359,7039,6923,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a suit is present in the foreground, while a cityscape stretches out behind him.","man, suit, cityscape, urban, background, foreground, male, buildings"
4263,img/04263.png,1.0,holocaust jokes are offensive ann frankly aren't funny,train,366,3790,132,['religion'],['mocking'],['religion'],['mocking'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A bearded man wearing a black hat is pictured against a plain background.,"man, beard, black hat, plain background, portrait"
6218,img/06218.png,0.0,thats a little savage,train,379,132,5368,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A young girl is playfully sticking out her tongue while in a forest setting.,"young girl, tongue sticking out, forest, playful, outdoors"
2849,img/02849.png,1.0,abba ree i can fryyy,train,380,5547,5502,['race'],['inferiority'],['race'],['inferiority'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"A person wearing a white shirt is singing into a microphone, likely performing music.","person, white shirt, microphone, singing, music, performance"
5183,img/05183.png,0.0,when you run out of bras and have to hold the girls up on your own,train,404,5698,5631,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A woman wearing a brown tank top and black panties is using her hands to support or hold her chest.,"woman, brown tank top, black panties, supporting chest, hands, underwear, female, clothing"
3251,img/03251.png,0.0,it is disgusting to laugh at gender dysphoria,train,425,144,153,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Two women are wrapped together in a rainbow-colored blanket, closely positioned to each other, with the rainbow colors symbolizing LGBTQ+ pride.","women, rainbow blanket, LGBTQ+, together, symbolism"
4651,img/04651.png,0.0,what every muslim looks like to me,train,428,145,7173,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Three women are posing together for a selfie, with each of them holding or facing a smartphone camera.","women, selfie, group, smartphone, posing, photography"
5129,img/05129.png,1.0,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth",train,456,6680,6569,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man dressed in a black suit is seated on a chair, appearing formal and somewhat pensive, in a plain and neutral setting.","man, black suit, chair, seated, formal, indoor, neutral background"
7249,img/07249.png,0.0,obama throws first pitch at an all-star game,train,465,6825,6713,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A man wearing a black hoodie is in the act of throwing a baseball on a sports field.,"man, black hoodie, throwing, baseball, sports field, pitch, action, athletic, outdoors"
4568,img/04568.png,0.0,me during no shave november,train,472,6847,163,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A woman with visible facial hair is kneeling down in a lush garden surrounded by various green plants.,"woman, facial hair, kneeling, garden, plants, lush, greenery"
4253,img/04253.png,0.0,sad world history,train,480,6935,166,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image depicts a historical black and white photograph showing a large group of soldiers gathered together, suggesting a significant military event or moment captured from the past.","black and white, soldiers, historical, military, group photo, photograph, large group"
3685,img/03685.png,0.0,not all angels reside in heaven.. many walk the battlefield.,train,483,7169,7049,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Two soldiers are walking together along a path in a barren desert landscape, wearing military uniforms and carrying equipment.","soldiers, desert, path, military uniforms, equipment, walking, barren landscape"
7192,img/07192.png,1.0,when you're a nazi officer and someone gives you the name and location of a jewish family,train,488,6140,6073,['religion'],['mocking'],['religion'],"['mocking', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"A black and white photograph shows several uniformed officers standing together, wearing similar clothing and caps, with serious expressions.","black and white, police officers, uniform, group, caps, serious expressions"
1392,img/01392.png,0.0,hello jesus thanks for making a way!,train,489,7068,6954,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A young girl is holding a cellphone to her ear, appearing to engage in a phone conversation.","girl, cellphone, conversation, child, phone call"
1524,img/01524.png,1.0,when you catch your goat with another man,train,494,170,171,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A person is holding a gun partially concealed inside a pocket.,"person, gun, pocket, concealed, holding"
4326,img/04326.png,1.0,when the chow mein was on point but you kinda miss your cat,train,501,2155,173,['race'],['attack_empty'],"['nationality', 'race']",[],0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a yellow shirt is sitting and eating a bowl of noodles, with a thoughtful or slightly wistful expression on his face.","man, yellow shirt, noodles, eating, bowl, thoughtful, sitting"
4296,img/04296.png,0.0,now imagine if native american cowboys rode bicycles,train,517,2960,2847,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A black and white photo showing two men sitting side by side next to a bicycle, with a simple background.","black and white, two men, sitting, bicycle, photo"
1658,img/01658.png,0.0,first rule of fight club.,train,519,6209,6137,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The image consists of three separate photographs featuring a woman with brown hair and blue eyes.,"woman, brown hair, blue eyes, three photos, portrait"
4325,img/04325.png,0.0,its a 3-day weekend pace yourself,train,558,3547,3441,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A person is seated at a table with a drinking glass placed in front of them, appearing relaxed.","person, table, glass, seated, indoor, drinking, relaxed"
7258,img/07258.png,1.0,"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it""",train,559,6135,6069,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A woman is shown wearing a feathered headdress on her head.,"woman, feather, headdress, head, portrait"
