id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx
36072,img/36072.png,0.0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",train,84,2558,2440
60147,img/60147.png,0.0,meditation before going to school,train,85,6250,29
90583,img/90583.png,1.0,we can kill as many as we want and your stupid government keeps bringing us in,train,86,26,30
38612,img/38612.png,0.0,so there is this new implant that can actually fix stupid,train,87,27,31
52097,img/52097.png,1.0,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",train,88,4087,4008
34961,img/34961.png,0.0,this cat is pushing a watermelon out of a lake. your argument is invalid,train,89,2360,2249
15803,img/15803.png,1.0,what do you call a retarded jew? auschwistic,train,90,28,2031
89762,img/89762.png,0.0,that blackened chicken was so dry it reminded me of your mother,train,91,5097,20
38465,img/38465.png,0.0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",train,92,3380,32
53289,img/53289.png,0.0,when everybody's worried about their ex but you're just here enjoying your lemonade,train,93,2244,33
75321,img/75321.png,1.0,cannibal tribe from indonesia will take muslim refugess in any amount,train,94,3932,3844
18350,img/18350.png,0.0,when you see the gas bill,train,95,29,5098
91547,img/91547.png,0.0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,train,96,30,2749
30247,img/30247.png,0.0,broken chair,train,97,4024,34
93741,img/93741.png,0.0,stop being a bitch,train,98,31,35
51243,img/51243.png,0.0,honestly how often do you masturbate?,train,99,4278,36
05384,img/05384.png,0.0,spending quality time with dad,train,100,32,2219
01845,img/01845.png,0.0,when you consume too much trans fat,train,101,33,4549
34791,img/34791.png,1.0,when i was a boy we didn't have things like adhd. it was called being a little bastard,train,102,3903,37
41385,img/41385.png,0.0,y'all kids claims to be victims of slavery when we were the ones who lived it,train,103,2111,38
34508,img/34508.png,1.0,jews are the problem. not just zionists or israelis. jews. all of them,train,104,1871,1778
80521,img/80521.png,0.0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,train,105,34,5348
34165,img/34165.png,0.0,be happy you dont have neanderthal dna,train,106,35,4803
93072,img/93072.png,1.0,"black people black people ""why would white america do this?""",train,107,6955,6841
25468,img/25468.png,1.0,white people walked on all fours before black people came and showed them how to stand up,train,108,6937,6823
09617,img/09617.png,0.0,when you turn on the light and realize you have been fisting the wrong hole,train,109,36,2424
96258,img/96258.png,0.0,its national hebrew day go pick up a hot girl,train,110,37,3353
96578,img/96578.png,1.0,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,train,111,2971,2862
35618,img/35618.png,0.0,i woke up like this,train,112,4179,39
05249,img/05249.png,0.0,i am still so confused about the strategies in this game,train,113,2361,2250
57349,img/57349.png,0.0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",train,114,38,4712
78409,img/78409.png,1.0,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,train,115,7460,40
29814,img/29814.png,1.0,"if you hold a black baby to your ear, you can hear the police sirens",train,116,4174,4096
20568,img/20568.png,0.0,meanwhile at the isis strip club,train,117,39,41
84269,img/84269.png,0.0,just ordered the new anne frank puzzle,train,118,40,42
68079,img/68079.png,0.0,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,train,119,41,7270
41537,img/41537.png,0.0,i'm not transphobic i just think trans people shouldn't exist,train,120,7031,6916
12890,img/12890.png,0.0,hitler getting his tan on,train,121,2693,43
54102,img/54102.png,1.0,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,train,122,42,44
63217,img/63217.png,0.0,when you're facetimeing and accidently fall down the stairs,train,123,5317,45
03271,img/03271.png,0.0,when your wife and girlfriend dont get along,train,124,2335,46
35264,img/35264.png,0.0,i like your cologne what is that? tricare? deers,train,125,1927,1829
63710,img/63710.png,1.0,literally nobody: white people sitting at the bar: can you put it on the golf channel??,train,126,43,4348
12348,img/12348.png,0.0,"bitch, say something else",train,127,7298,47
14052,img/14052.png,1.0,this is racist but this is not?????,train,128,6615,6512
81064,img/81064.png,0.0,"your tits... in my hands, put them you will",train,129,3074,2980
74391,img/74391.png,0.0,there must be some way this victimizes me,train,130,44,2452
36152,img/36152.png,0.0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",train,131,1793,1702
80256,img/80256.png,0.0,damn girl that's a policy i could get behind,train,132,5667,5605
21948,img/21948.png,0.0,this guy grabs your girl's ass in the bar what do you do?,train,133,2391,2276
70532,img/70532.png,0.0,it's important to listen to your elders please don't forget!,train,134,4074,48
25806,img/25806.png,0.0,when you have to make your own pool,train,135,4305,49
26759,img/26759.png,1.0,that look when you wanna cut a bitch but you remember your a changed man,train,136,45,3024
27398,img/27398.png,0.0,"if you believe that, i've got a virgin goat to sell you!",train,137,46,1834
18730,img/18730.png,0.0,immigration invasion learn the difference,train,138,47,4822
75216,img/75216.png,0.0,want one as a slave when you watch how slow they work and you wonder why anyone would,train,139,3757,3654
91754,img/91754.png,0.0,when you finally buy a dishwasher this works a lot better than a sponge,train,140,48,50
42153,img/42153.png,0.0,we build our houses with stone,train,141,6549,6440
83456,img/83456.png,1.0,whats the difference between santa and the jews santa goes down the chimney,train,142,5125,4
18673,img/18673.png,0.0,how to remember kid in hot car keep 2nd road beer with them,train,143,49,3616
97523,img/97523.png,0.0,you are so cute,train,144,4949,51
24631,img/24631.png,1.0,it's ma'am!! yooouu lookah like a man,train,145,4343,4279
23748,img/23748.png,0.0,bigbird singing to child on seasame street,train,146,6431,6340
69412,img/69412.png,0.0,best part about a hooker dying on you? the 2nd hour is free,train,147,4472,4403
59073,img/59073.png,0.0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,train,148,50,52
28405,img/28405.png,0.0,white people already paid reparations,train,149,51,4675
63492,img/63492.png,0.0,making america white again,train,150,6595,6490
92670,img/92670.png,0.0,"scared you today, didn't i?",train,151,6637,53
78351,img/78351.png,0.0,subway is similar to prostitution you pay someone else to do your wife's job,train,152,52,54
79856,img/79856.png,0.0,my friends coming to see me after a crazy friday night,train,153,5212,55
71436,img/71436.png,0.0,trump supporters be like mexicans stole my teeth,train,154,53,56
03258,img/03258.png,1.0,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",train,155,2461,2352
20736,img/20736.png,1.0,go be gay somewhere else,train,156,54,57
50487,img/50487.png,0.0,celebreated 4/20 on january 5th because i know how to reduce fractions,train,157,4186,58
06431,img/06431.png,0.0,when the employee asks what bra size you wear,train,158,6386,59
51473,img/51473.png,1.0,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,train,159,4557,4486
34901,img/34901.png,0.0,gays aids it really be like that,train,160,55,3099
28793,img/28793.png,0.0,congratulations it's non binary,train,161,56,2481
05172,img/05172.png,0.0,islam is the religion of peace! if you don't agree i kill you!,train,162,57,60
98501,img/98501.png,0.0,send me sexy pic,train,163,58,2350
96231,img/96231.png,0.0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,train,164,3507,3415
81673,img/81673.png,0.0,when they don't get the memo that they lost the war,train,165,4380,61
48635,img/48635.png,1.0,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,train,166,3544,62
43612,img/43612.png,1.0,racing for pink slips in africa,train,167,59,6077
15480,img/15480.png,1.0,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",train,168,60,7
41830,img/41830.png,0.0,if he's marrying me then why's he fucking my mom,train,169,6154,63
81069,img/81069.png,0.0,when you bout to nut in your cousin and you hear the barn door open,train,170,61,6408
72584,img/72584.png,0.0,9 months before i was born i went to a party with my dad and left with my mom,train,171,62,2030
51763,img/51763.png,0.0,go be gay somewhere else,train,156,54,3985
06873,img/06873.png,1.0,just got a bootleg copy of muslim porn deep goat,train,172,63,1757
08523,img/08523.png,1.0,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,train,173,1885,1791
06359,img/06359.png,0.0,what women think they'll do when the economy collapses vs what they'll actually do,train,174,64,2293
93260,img/93260.png,0.0,when she smiles at you from a distance,train,175,3221,64
40839,img/40839.png,0.0,see if you can find the guys from white chicks lol,train,176,3096,65
08516,img/08516.png,0.0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,train,177,4562,4492
53012,img/53012.png,0.0,"nothing says ""pull me over"" like some red solo cup brake lights!",train,178,3922,3832
76250,img/76250.png,1.0,chillin with my chromies,train,179,65,66
26198,img/26198.png,0.0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",train,180,2604,2489
61952,img/61952.png,0.0,what i say about the gunman every time there's a mass shooting,train,181,66,5920
80269,img/80269.png,1.0,this is really out of mein kampfert zone,train,182,67,67
05712,img/05712.png,0.0,god will forgive you no matter what you've done sweet,train,183,68,4430
72941,img/72941.png,0.0,hey liberals & democrats have you forgotten,train,184,5133,68
21853,img/21853.png,0.0,pure american muscle,train,185,5510,69
35219,img/35219.png,1.0,they stole ma chickin i stole their life,train,186,69,70
90146,img/90146.png,0.0,all races are equal,train,187,70,71
51278,img/51278.png,0.0,when you haven't stolen anything in a week,train,188,71,4654
63095,img/63095.png,0.0,when you have errands to run but you're too tired to deal,train,189,2559,72
96058,img/96058.png,0.0,husband gives massage.. ...aaaand now i have a dick in me,train,190,1936,1836
56871,img/56871.png,1.0,who cares if mexicans are offended americans are offended by illegal immigration,train,191,3320,73
25180,img/25180.png,1.0,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,train,192,4937,4887
37259,img/37259.png,0.0,loyalty always has a cost some times it pays off... ...and some times you take a loss,train,193,6411,6318
48106,img/48106.png,1.0,fuck islam,train,194,5090,5033
19352,img/19352.png,0.0,ain't nothing but a goat,train,195,3573,74
65213,img/65213.png,0.0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",train,196,72,3662
24368,img/24368.png,0.0,ignorance and hate will lead you to nothing but shame,train,197,5157,75
58426,img/58426.png,0.0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,train,198,73,76
96785,img/96785.png,0.0,lost african tribe,train,199,74,7151
40567,img/40567.png,0.0,anne frank writing in her diary,train,200,7211,77
38625,img/38625.png,1.0,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",train,201,7009,6897
04823,img/04823.png,0.0,definitely a new cultural era!,train,202,4153,4067
25368,img/25368.png,1.0,when you suicide bomb an islamic mosque during a friday worship,train,203,3815,78
93826,img/93826.png,0.0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",train,204,75,79
56392,img/56392.png,0.0,dick punch funny regardless of species,train,205,6171,6100
30986,img/30986.png,0.0,this beef is so raw its eating the salad,train,206,7012,6901
75823,img/75823.png,0.0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,train,207,2101,1993
84072,img/84072.png,0.0,when you're fucking but wanna make sure he's not stealing anything,train,208,76,2880
93147,img/93147.png,0.0,replaced kitty litter with pop rocks,train,209,4400,80
92874,img/92874.png,1.0,so..convert to islam or die?  i say fuck it..let's roll,train,210,4903,81
27946,img/27946.png,1.0,cadbury's halal creme eggs  now available in special edition,train,211,5586,82
93614,img/93614.png,0.0,"i'm sorry i left the seat up, it won't happen again",train,212,3276,3181
93521,img/93521.png,1.0,ever notice that christians are bad drivers,train,213,2764,2673
02691,img/02691.png,0.0,teaching them how to hunt young,train,214,3375,83
91708,img/91708.png,0.0,when mohamed puts it inside,train,215,77,2774
25783,img/25783.png,0.0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,train,216,4452,84
16098,img/16098.png,0.0,when you find out who's been eating your leftovers,train,217,6282,85
30452,img/30452.png,0.0,trump supporters be like show me where he lied,train,218,4057,3971
86491,img/86491.png,0.0,you are not wanted! you are a mental deficient!,train,219,78,3835
14530,img/14530.png,1.0,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,train,220,2735,2633
81734,img/81734.png,0.0,when instincts take over,train,221,79,4418
04683,img/04683.png,0.0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",train,222,5113,5047
08593,img/08593.png,1.0,18 years later,train,223,6623,6517
92608,img/92608.png,0.0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,train,224,6556,86
61453,img/61453.png,0.0,when you find the cake your mum was hiding from you,train,225,4313,4245
39601,img/39601.png,0.0,welcome refugees to poland's newest 5 star hotel,train,226,5358,5298
12035,img/12035.png,0.0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,train,227,4411,4340
56482,img/56482.png,1.0,heroin is destroying the white community keep up the good work heroin,train,228,2606,2493
56287,img/56287.png,0.0,"and then i says to her no, i got your nose",train,229,5606,87
19036,img/19036.png,0.0,infamous,train,230,2673,2571
34852,img/34852.png,1.0,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",train,231,4358,4291
62804,img/62804.png,0.0,look at this throatagraph,train,232,5160,5089
81579,img/81579.png,0.0,the look your women gives you when you can't finsh the job,train,233,5876,88
80247,img/80247.png,0.0,the pimp hand strong enough for man but made for teaching,train,234,80,2139
52890,img/52890.png,0.0,wait this isn't my dog,train,235,6271,6198
02485,img/02485.png,0.0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,train,236,4954,4899
50793,img/50793.png,0.0,a muslim in congress wants to get rid of homeland security let that sink in,train,237,81,6657
13857,img/13857.png,0.0,this is why we shoot you guys,train,238,82,4686
43617,img/43617.png,0.0,this chick can't stand fishing,train,239,83,1696
70942,img/70942.png,0.0,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",train,240,1744,1644
49601,img/49601.png,0.0,when your fifth pet eats food from another guys hand,train,241,2343,89
35102,img/35102.png,0.0,please be patient... we creating a better fuckup for all,train,242,2362,2252
10659,img/10659.png,0.0,chinese ppl be like happy thanksgiving,train,243,84,3564
36081,img/36081.png,1.0,in this edition we don't buy property; we steal it!,train,244,4734,4690
68325,img/68325.png,1.0,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds",train,245,4300,4231
39256,img/39256.png,0.0,"this isn't the way, there's always a better way",train,246,5665,90
98362,img/98362.png,1.0,it's ma'am look i found a penis,train,247,5966,91
38475,img/38475.png,0.0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",train,248,3857,17
49083,img/49083.png,0.0,when you catch your goat with another man ya done fucked up,train,249,85,2340
45938,img/45938.png,1.0,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",train,250,86,7
67823,img/67823.png,0.0,as much as abdul tried he could not get the fucker into first gear,train,251,87,5469
70928,img/70928.png,0.0,when you drink and drive you will get busted,train,252,4434,4364
24309,img/24309.png,0.0,when people ask me who my favorite golden girl is,train,253,4759,92
70925,img/70925.png,1.0,where did jimmy go during the bombing? everywhere,train,254,5064,5005
05269,img/05269.png,0.0,been talking shit about trump since day one. now crying like bitches after getting called out,train,255,88,93
61278,img/61278.png,0.0,in a wolrd full of these people be this person,train,256,4637,4577
81675,img/81675.png,0.0,when your boss asks for the report but you went out the past few nights,train,257,3498,94
38629,img/38629.png,0.0,a good heart goes a long way,train,258,4909,95
06458,img/06458.png,0.0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",train,259,89,4237
71364,img/71364.png,1.0,obama voters,train,260,90,96
26794,img/26794.png,0.0,feel that? it used to belong to bruce jenner,train,261,91,2261
85704,img/85704.png,0.0,how people look at me when i tell em i don't have kids,train,262,4258,4184
75102,img/75102.png,0.0,whose dick do i have to suck to get these charges dropped?,train,263,3899,3810
91268,img/91268.png,0.0,can afford to travel from romania to london still picks your pocket,train,264,92,97
42179,img/42179.png,1.0,immigrants illegal aliens,train,265,93,98
35097,img/35097.png,0.0,meanwhile at the isis strip club,train,117,39,41
83570,img/83570.png,0.0,the loudest one in the room.. is the weakest one in the room,train,266,5071,5009
56490,img/56490.png,1.0,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,train,267,5473,5427
07968,img/07968.png,1.0,ernie mocks tyrone's lack of a father in front of the whole class,train,268,7094,99
81259,img/81259.png,1.0,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,train,269,2642,2535
19753,img/19753.png,1.0,"how many times do we have to teach you this lesson, you tranny freaks ?",train,270,3771,3667
61480,img/61480.png,1.0,why is it bad to be a black jew because you have to sit at the back of the oven,train,271,2151,2043
54790,img/54790.png,0.0,what people do in the bedroom is not anyone else's business,train,272,2109,100
43517,img/43517.png,1.0,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people",train,273,1950,1851
25068,img/25068.png,0.0,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,train,274,4529,4461
35861,img/35861.png,0.0,banner in the streets hulk in the sheets,train,275,6777,6666
92741,img/92741.png,0.0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",train,276,94,5689
51736,img/51736.png,1.0,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it",train,277,2181,101
26417,img/26417.png,0.0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen,train,278,6525,6417
18407,img/18407.png,0.0,wing wing wing herro? thats racist!,train,279,95,102
47326,img/47326.png,0.0,we are soldiers and we fight for our countries to our last minutes,train,280,3465,103
50768,img/50768.png,0.0,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years..",train,281,2818,2711
86594,img/86594.png,0.0,wait for it .. ,train,282,4093,4015
63581,img/63581.png,0.0,wants you to accept him for being a girl couldn't accept himself at birth,train,283,6513,6401
95426,img/95426.png,1.0,i hate all fucking jews they are scum of the earth,train,284,5434,5379
10264,img/10264.png,0.0,when you eat her ass and then she say that she don't suck dick... wayment,train,285,96,3448
79312,img/79312.png,0.0,for seal thanks.. very fucking useful,train,286,3875,3781
17832,img/17832.png,0.0,it's time we make peace with islam,train,287,97,104
15432,img/15432.png,0.0,when ur too young to know the concept of racism but ur happy cause u got a new pet,train,288,98,3519
34506,img/34506.png,0.0,what's the difference between menstrual blood and sand? you can't gargle sand,train,289,3669,3558
30492,img/30492.png,0.0,when i grow up i'm going to be a famous doctor,train,290,4787,105
31794,img/31794.png,0.0,i said a glass of orange juice not just any juice,train,291,99,4
04175,img/04175.png,1.0,im not racist because racism is a crime and crime is for black people,train,292,5332,5261
61578,img/61578.png,0.0,still smiles even when they are scared,train,293,3144,106
31479,img/31479.png,1.0,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing""",train,294,5540,107
17659,img/17659.png,0.0,ex girfriends be like.. i don't even care what he does anymore!!!,train,295,2740,2645
29785,img/29785.png,0.0,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e",train,296,2162,2055
17205,img/17205.png,1.0,i win again! parkinson's center,train,297,100,108
74132,img/74132.png,1.0,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck",train,298,2259,2149
15649,img/15649.png,0.0,be kind to those less fortunate than you,train,299,101,109
51460,img/51460.png,0.0,love is love respect,train,300,102,110
60329,img/60329.png,0.0,we swore we'd never forget 911,train,301,1983,68
58276,img/58276.png,0.0,i may be blind but at least i'm rich!,train,302,4927,111
40752,img/40752.png,0.0,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him",train,303,6418,6327
79315,img/79315.png,0.0,laughs in 52% of us crime rate,train,304,103,2949
03241,img/03241.png,1.0,when black people make white jokes when white people make black jokes,train,305,104,3257
38041,img/38041.png,0.0,justin trudeau the imam of canada,train,306,105,2118
40897,img/40897.png,0.0,"with sensitive ass people, my sense of humor is way too fucked up for that",train,307,6818,6706
56180,img/56180.png,0.0,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez,train,308,2264,2155
